"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3190000","CDFH3301022003000005","20030908","","03","폐업","03","폐업","20070910","","","","812-3301","","156811","서울특별시 동작구 대방동 395-5번지 지층 ","서울특별시 동작구 상도로 43-2  (대방동,지층)","","왕호검도관","2007-09-10 10:57:51","I","2018-08-31 23:59:59.0","","193337.895532224    ","444223.039067736    ","체육도장업","사립","0","1","","","","",""
"3190000","CDFH3301022003000006","20031014","","03","폐업","03","폐업","20060404","","","","812-9040","","156831","서울특별시 동작구 상도동 34-8번지 지층 ","서울특별시 동작구 상도로 252  (상도동,지층)","","동작검도관","2006-04-04 09:45:25","I","2018-08-31 23:59:59.0","","195182.805921417    ","444691.573625574    ","체육도장업","사립","0","1","","","","",""
"3190000","CDFH3301022003000008","20031111","","03","폐업","03","폐업","20130305","","","","816-1323","","156832","서울특별시 동작구 상도동 358-21번지 지층 ","서울특별시 동작구 상도로15길 68  (상도동,지층)","","SAS유도체육관","2013-03-05 17:54:06","I","2018-08-31 23:59:59.0","","194188.106033523    ","444576.741797259    ","체육도장업","사립","","1","1","","","",""
"3190000","CDFH3301022005000001","20050221","","03","폐업","03","폐업","20150821","","","","824-6962","","156033","서울특별시 동작구 상도동 419번지 쌍용스윗닷홈 상가 지층 ","서울특별시 동작구 상도로15길 11 (상도동)","06952","정진태권도","2015-08-21 09:44:31","I","2018-08-31 23:59:59.0","","193981.206013124    ","444373.937237376    ","체육도장업","사립","","1","1","","","",""
"3190000","CDFH3301021989000001","19891211","","03","폐업","03","폐업","19981201","","","","583-0971","","156816","서울특별시 동작구 사당동 149-4번지 ","","","남성종합체육도장","2003-04-18 11:54:21","I","2018-08-31 23:59:59.0","","198144.39562716     ","442466.128751898    ","체육도장업","사립","","0","0","0","","",""
"3190000","CDFH3301022012000005","20120907","","03","폐업","03","폐업","20190906","","","","","","","서울특별시 동작구 상도동 370-27번지 지1층 ","서울특별시 동작구 장승배기로 88, 지1층 (상도동)","06925","노량진 유도 체육관","2019-09-06 17:47:04","U","2019-09-08 02:40:00.0","유도","194610.977539861    ","444800.119716888    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022012000008","20121019","","03","폐업","03","폐업","20150519","","","","02-812-8575","","156030","서울특별시 동작구 상도동 468번지 4층 ","서울특별시 동작구 상도로 332, 4층 (상도동)","156030","효영웅 태권도","2015-05-19 17:41:06","I","2018-08-31 23:59:59.0","","195623.093357642    ","444036.695629967    ","체육도장업","사립","","","","","","",""
"3190000","CDFH3301022012000009","20121026","","03","폐업","03","폐업","20181026","","","","815-2922","","","서울특별시 동작구 상도동 475-1번지 ","서울특별시 동작구 상도로 350 (상도동)","07040","한미체육관(복싱)","2018-10-26 18:14:57","U","2018-10-28 02:37:55.0","권투","195730.827998343    ","443881.300162915    ","체육도장업","사립","","1","1","796.34","","",""
"3190000","CDFH3301022012000012","20121204","","03","폐업","03","폐업","20141204","","","","02-3477-2555","","156092","서울특별시 동작구 사당동 43-18번지 2층 ","서울특별시 동작구 동작대로35길 80, 2층 (사당동)","156092","꿈나무 태권도","2014-12-04 18:13:55","I","2018-08-31 23:59:59.0","","198048.026124066    ","443401.027149377    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022006000003","20061120","","03","폐업","03","폐업","20200729","","","","02-584-6820","","156823","서울특별시 동작구 사당동 318-13 4층 ","서울특별시 동작구 사당로16길 7, 4층 (사당동)","07011","국심검도관","2020-07-29 13:40:19","U","2020-07-31 02:40:00.0","검도","197629.477544352    ","442303.756960284    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022001000001","20010905","","03","폐업","03","폐업","20090915","","","","823-1303","","156808","서울특별시 동작구 대방동 337-4번지 ","서울특별시 동작구 국사봉1길 7  (대방동)","","지명태권도장","2009-09-15 12:17:58","I","2018-08-31 23:59:59.0","","193647.355446669    ","444093.130477082    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301022001000002","20010723","","03","폐업","03","폐업","20090325","","","","812-1673","","156804","서울특별시 동작구 노량진동 271-7번지 2층 ","서울특별시 동작구 노량진로6길 18  (노량진동,2층)","","경희대 국가대표(태권도)","2009-03-25 17:48:41","I","2018-08-31 23:59:59.0","","194246.186439295    ","445563.103373003    ","체육도장업","사립","0","1","","290.55","","",""
"3190000","CDFH3301022001000004","20010302","","03","폐업","03","폐업","20081119","","","","587-8189","","156827","서울특별시 동작구 사당동 1049-15번지 ","서울특별시 동작구 남부순환로 2027  (사당동)","","무예검도관","2009-04-01 13:41:40","I","2018-08-31 23:59:59.0","","197620.359331713    ","441581.838470649    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301022001000005","20010416","","03","폐업","03","폐업","20200228","","","","813-2697","","156031","서울특별시 동작구 상도1동 260번지 3층 ","서울특별시 동작구 상도로 317, 3층 (상도1동)","06970","용인대 봉화태권도","2020-02-28 17:45:24","U","2020-03-01 02:40:00.0","태권도","195583.827978046    ","444189.701405031    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022001000010","20010628","","03","폐업","03","폐업","20090318","","","","822-8331","","156805","서울특별시 동작구 노량진동 289-88번지 2층 ","서울특별시 동작구 노량진로6길 59  (노량진동,2층)","","태풍(태권도)","2009-03-18 14:30:57","I","2018-08-31 23:59:59.0","","194292.377422884    ","445365.592698913    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301022001000011","20010709","","03","폐업","03","폐업","20170203","","","","3487-7666","","","서울특별시 동작구 사당동 1039-13번지 (2층) ","서울특별시 동작구 남부순환로269길 16, 2층 (사당동)","07025","월드태권도체육관","2017-02-03 16:49:50","I","2018-08-31 23:59:59.0","태권도","198011.106060685    ","441702.598478923    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021995000001","19950615","","03","폐업","03","폐업","20211215","","","","813-6784","","","서울특별시 동작구 흑석동 6-5 ","서울특별시 동작구 현충로 92 (흑석동)","06979","성도태권도체육관","2021-12-15 09:04:37","U","2021-12-17 02:40:00.0","태권도","196748.112009732    ","445093.070865622    ","체육도장업","사립","","1","0","0","0","",""
"3200000","CDFH3301022001000001","20010118","","04","취소/말소/만료/정지/중지","35","직권말소","20141020","","","","","","151050","서울특별시 관악구 봉천동 산 81번지 우성상가 407 ","","","검성검도관","2014-11-20 14:38:20","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","","0","0","","",""
"3190000","CDFH3301021996000003","19961128","","03","폐업","03","폐업","20200727","","","","","","156060","서울특별시 동작구 본동 148-2 극동강변아파트 상가 4, 5호","서울특별시 동작구 매봉로 158, 4, 5호 (본동)","06906","중앙대 상도태권도 인성코칭센타","2020-07-27 10:24:34","U","2020-07-29 02:40:00.0","태권도","195681.154289196    ","445479.06440753     ","체육도장업","사립","","1","","230.94","","",""
"3190000","CDFH3301021997000002","19970708","","03","폐업","03","폐업","20140128","","","","814-7862","","156802","서울특별시 동작구 노량진동 205-152번지 ","서울특별시 동작구 만양로12길 21  (노량진동)","","태권도노량진도장","2014-01-28 17:47:32","I","2018-08-31 23:59:59.0","","195176.433606713    ","445366.437049022    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021997000004","19971013","","03","폐업","03","폐업","20190911","","","","","","","서울특별시 동작구 상도동 352-1번지 2층 ","서울특별시 동작구 상도로 119, 2층 (상도동)","06950","정진(태권도)","2019-09-11 12:00:00","U","2019-09-13 02:40:00.0","태권도","194017.525341795    ","444365.940402625    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022005000005","20050621","","03","폐업","03","폐업","20140128","","","","821-0017","","156030","서울특별시 동작구 상도동 436번지 래미안상도3차아파트 상가동 604호","서울특별시 동작구 상도로53길 13,  604호 (상도동,래미안상도3차아파트 상가동)","","김영석태권스쿨","2014-01-28 17:51:28","I","2018-08-31 23:59:59.0","","195766.388348198    ","444020.397472042    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022006000002","20060502","","03","폐업","03","폐업","20180821","","","","836-2020","","","서울특별시 동작구 신대방동 690-1번지 3층 ","서울특별시 동작구 대림로 44, 3층 (신대방동)","07070","천하 태권도 체육관","2018-08-21 09:14:58","I","2018-08-31 23:59:59.0","태권도","191856.280274493    ","442845.737025956    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021999000008","19990614","","03","폐업","03","폐업","20080331","","","","825-1115","","156843","서울특별시 동작구 상도동 261-1번지 (2층) ","서울특별시 동작구 성대로 75  (상도동,(2층))","","한국체육관(태권도)","2008-04-01 15:14:03","I","2018-08-31 23:59:59.0","","194166.91633856     ","443966.39545906     ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301021999000009","19990708","","03","폐업","03","폐업","20000902","","","","525-7313","","156822","서울특별시 동작구 사당동 300-2번지 (3층) ","서울특별시 동작구 사당로16길 82  (사당동,(3층))","","샛별체육관","2003-04-18 11:54:21","I","2018-08-31 23:59:59.0","","197404.61824082     ","442007.667678366    ","체육도장업","사립","","0","0","0","","",""
"3190000","CDFH3301022000000001","20001201","","03","폐업","03","폐업","20080630","","","","842-3152","","156840","서울특별시 동작구 상도동 238번지 ","서울특별시 동작구 성대로29길 79  (상도동)","","보람체육관(태권도)","2008-06-30 15:03:22","I","2018-08-31 23:59:59.0","","194340.186997127    ","444328.606055911    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301022000000004","20000726","","03","폐업","03","폐업","20030220","","","","523-0627","","156824","서울특별시 동작구 사당동 1012-1번지 ","서울특별시 동작구 사당로22길 15  (사당동)","","사당유도관","2003-04-18 11:54:21","I","2018-08-31 23:59:59.0","","197891.763935322    ","442287.915036513    ","체육도장업","사립","","0","0","0","","",""
"3190000","CDFH3301021998000002","19980211","","03","폐업","03","폐업","20051024","","","","823-1303","","156848","서울특별시 동작구 신대방동 362-20번지 ","서울특별시 동작구 여의대방로24길 78  (신대방동)","","청룡체육관","2005-10-24 13:40:36","I","2018-08-31 23:59:59.0","","193253.687575425    ","444025.10438165     ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301021998000004","19981113","","03","폐업","03","폐업","20050418","","","","822-8605","","156832","서울특별시 동작구 상도동 358-1번지 ","서울특별시 동작구 상도로15길 98  (상도동)","","올림픽태권도아카데미","2005-04-19 14:35:52","I","2018-08-31 23:59:59.0","","194289.626775364    ","444672.621779378    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301021998000005","19980126","","03","폐업","03","폐업","20100604","","","","825-3837","","156831","서울특별시 동작구 상도동 27-12번지 ","서울특별시 동작구 상도로 214  (상도동)","","장승태권도","2010-06-04 13:42:27","I","2018-08-31 23:59:59.0","","194835.762213041    ","444759.157628603    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301021998000006","19980626","","03","폐업","03","폐업","20170605","","","","817-9567","","","서울특별시 동작구 상도동 201-73번지 ","서울특별시 동작구 장승배기로 33 (상도동)","06962","독수리체육관(태권도)","2017-06-05 13:46:50","I","2018-08-31 23:59:59.0","태권도","194733.198030899    ","444307.562374319    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021999000004","19990911","","03","폐업","03","폐업","20180816","","","","822-3287","","","서울특별시 동작구 상도동 464-9번지 ","서울특별시 동작구 상도로47길 22 (상도동)","06971","강남(태권도)","2018-08-16 11:26:30","I","2018-08-31 23:59:59.0","태권도","195683.68353749     ","444219.442317228    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021999000007","19990609","","03","폐업","03","폐업","20040612","","","","817-2793","","156060","서울특별시 동작구 본동 48-46번지 ","서울특별시 동작구 노량진로26길 13  (본동)","","성진체육관","2004-06-12 13:59:44","I","2018-08-31 23:59:59.0","","195902.876129134    ","445495.40700332     ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301021989000003","19891211","","03","폐업","03","폐업","20050401","","","","823-5667","","156838","서울특별시 동작구 상도동 182-10번지 ","서울특별시 동작구 장승배기로 59  (상도동)","","무도원중앙도장","2005-04-01 20:17:42","I","2018-08-31 23:59:59.0","","194591.787285835    ","444531.518673786    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301021989000004","19891222","","03","폐업","03","폐업","20140210","","","","815-4211","","156806","서울특별시 동작구 노량진동 307-15번지 ","서울특별시 동작구 장승배기로 119 (노량진동)","","광무체육관(태권도)","2014-02-10 19:48:57","I","2018-08-31 23:59:59.0","","194611.825951688    ","445119.309371375    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021989000005","19891019","","03","폐업","03","폐업","20130215","","","","832-9973","","156852","서울특별시 동작구 신대방동 591-13번지 ","서울특별시 동작구 신대방길 108  (신대방동)","","대림체육관(태권도)","2013-02-16 14:26:31","I","2018-08-31 23:59:59.0","","191853.593009781    ","443120.335382316    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021989000006","19891211","","03","폐업","03","폐업","19990329","","","","815-9984","","156877","서울특별시 동작구 흑석동 8-34번지 ","서울특별시 동작구 서달로14길 25  (흑석동)","","태권도흑석체육관","2003-04-18 11:54:21","I","2018-08-31 23:59:59.0","","196786.139844768    ","445064.437242133    ","체육도장업","사립","","0","0","0","","",""
"3190000","CDFH3301021990000001","19900410","","03","폐업","03","폐업","20180604","","","","","","156070","서울특별시 동작구 흑석동 28-1번지 ","서울특별시 동작구 현충로 153 (흑석동)","06904","장군태권도장","2018-06-04 15:49:55","I","2018-08-31 23:59:59.0","태권도","197399.759560482    ","444898.245460389    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021991000001","19910213","","03","폐업","03","폐업","20150305","","","","812-1263","","156831","서울특별시 동작구 상도동 29-6번지 ","서울특별시 동작구 상도로34길 5  (상도동)","","한일체육관(태권도)","2015-03-05 15:46:34","I","2018-08-31 23:59:59.0","","195164.554819392    ","444693.81571364     ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021992000001","19921002","","03","폐업","03","폐업","20210928","","","","817-9629","","156806","서울특별시 동작구 노량진동 302-45 ","서울특별시 동작구 장승배기로19길 43 (노량진동)","06936","검심관 (검도)","2021-09-29 09:51:25","U","2021-10-01 02:40:00.0","검도","194400.008934408    ","445095.535263504    ","체육도장업","사립","","1","0","0","0","",""
"3190000","CDFH3301021993000002","19930923","","03","폐업","03","폐업","20100809","","","","822-8688","","156843","서울특별시 동작구 상도동 256번지 ","","","로얄체육관(태권도)","2010-08-09 16:35:29","I","2018-08-31 23:59:59.0","","194094.956270134    ","444041.47554744     ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301021997000005","19970714","","03","폐업","03","폐업","20011217","","","","824-5898","","156811","서울특별시 동작구 대방동 403-20번지 ","서울특별시 동작구 상도로 40  (대방동)","","보라매유도","2003-04-18 11:54:21","I","2018-08-31 23:59:59.0","","193296.580566696    ","444157.452082486    ","체육도장업","사립","","0","0","0","","",""
"3190000","CDFH3301021997000006","19971006","","03","폐업","03","폐업","20061024","","","","584-6820","","156090","서울특별시 동작구 사당동 223-1번지 ","서울특별시 동작구 사당로 188  (사당동)","","홍무검도관","2006-11-02 16:44:36","I","2018-08-31 23:59:59.0","","197204.882895175    ","442573.995119171    ","체육도장업","사립","0","1","","","","",""
"3190000","CDFH3301021997000007","19970123","","03","폐업","03","폐업","20201228","","","","826-7809","","","서울특별시 동작구 상도동 299 ","서울특별시 동작구 국사봉8길 3 (상도동)","07052","성대태권도","2020-12-28 16:39:48","U","2020-12-30 02:40:00.0","태권도","193805.684578326    ","443802.719863761    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301021997000009","19970520","","03","폐업","03","폐업","20000302","","","","588-8688","","156823","서울특별시 동작구 사당동 316-136번지 ","서울특별시 동작구 사당로20길 54  (사당동)","","태권도  용체육관","2003-04-18 11:54:21","I","2018-08-31 23:59:59.0","","197761.349022355    ","442062.452808873    ","체육도장업","사립","","0","0","0","","",""
"3190000","CDFH3301021998000001","19981216","","03","폐업","03","폐업","20100907","","","","583-5204","","156823","서울특별시 동작구 사당동 321-114번지 ","서울특별시 동작구 사당로 252  (사당동)","","국무체육관(태권도)","2010-09-08 08:03:33","I","2018-08-31 23:59:59.0","","197790.556730166    ","442326.174711123    ","체육도장업","사립","0","","","","","",""
"3190000","CDFH3301022011000001","20110418","","01","영업/정상","13","영업중","","","","","594-0627","","","서울특별시 동작구 사당동 265-11번지 지층 ","서울특별시 동작구 사당로 231, 지층 (사당동)","07004","사당 유도관","2016-05-03 11:08:35","I","2018-08-31 23:59:59.0","유도","197599.710329183    ","442391.975462514    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022011000003","20111107","","01","영업/정상","13","영업중","","","","","02-821-1282","","156801","서울특별시 동작구 노량진동 148-88번지 3층 ","서울특별시 동작구 노량진로 178, 3층 (노량진동)","06913","동작복싱클럽","2016-05-03 11:09:25","I","2018-08-31 23:59:59.0","권투","195128.348476016    ","445691.30421674     ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022012000001","20120208","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 흑석동 335-1번지 흑석한강센트레빌 ","서울특별시 동작구 흑석한강로 2, 흑석한강센트레빌 상가동 402, 403호 (흑석동)","06979","용인대 탑 태권도","2019-09-17 16:16:17","U","2019-09-19 02:40:00.0","태권도","196966.286046163    ","444931.77134833     ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022012000003","20120724","","01","영업/정상","13","영업중","","","","","02-815-1282","","156839","서울특별시 동작구 상도동 324-2번지 3층 ","서울특별시 동작구 상도로 88, 3층 (상도동)","07041","전진만 챔피언 복싱클럽","2016-05-03 11:10:27","I","2018-08-31 23:59:59.0","권투","193790.430863531    ","444153.872590858    ","체육도장업","사립","","1","","","","",""
"3180000","CDFH3301022001000002","20010310","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 대림동 783-13 용현빌딩","서울특별시 영등포구 도신로4길 17, 용현빌딩 4층 (대림동)","07377","건무도장","2022-11-14 14:37:52","U","2021-10-31 23:06:00.0","태권도","190749.493978019","444441.058318811","","","","","","","","",""
"3190000","CDFH3301022007000005","20071213","","01","영업/정상","13","영업중","","","","","585-7372","","","서울특별시 동작구 사당동 1003-8번지 태평빌라 지층 ","서울특별시 동작구 사당로 282-6, 지층 (사당동, 태평빌라)","07013","코리안 복싱클럽","2016-05-03 11:05:56","I","2018-08-31 23:59:59.0","권투","198060.639943081    ","442402.664475472    ","체육도장업","사립","","","","2765.03","","",""
"3190000","CDFH3301022009000001","20090727","","01","영업/정상","13","영업중","","","","","822-3422","","","서울특별시 동작구 대방동 375-40번지 2층 ","서울특별시 동작구 여의대방로36길 30, 2층 (대방동)","06946","강철 태권도","2016-06-03 11:06:37","I","2018-08-31 23:59:59.0","태권도","193275.178215439    ","444821.529528916    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022014000002","20140212","","01","영업/정상","13","영업중","","","","","812-0999","","156832","서울특별시 동작구 상도동 361-20번지 1층 ","서울특별시 동작구 상도로15길 87, 1층 (상도동)","06949","아리랑 태권도장","2016-05-03 11:19:58","I","2018-08-31 23:59:59.0","태권도","194239.214722205    ","444673.327135462    ","체육도장업","사립","","1","1","496.57","","",""
"3190000","CDFH3301022014000004","20140212","","01","영업/정상","13","영업중","","","","","3280-6588","","156848","서울특별시 동작구 신대방동 361-57번지 지하 1층 ","서울특별시 동작구 여의대방로22길 80, 지하 1층 (신대방동)","07059","용인대 파워 유도관","2016-05-03 11:21:01","I","2018-08-31 23:59:59.0","유도","193253.592566665    ","443947.798007796    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022014000005","20140303","","01","영업/정상","13","영업중","","","","","02-6015-3956","","156817","서울특별시 동작구 사당동 162-95 2층 ","서울특별시 동작구 사당로23나길 32, 2층 (사당동)","07007","타이거킥스 태권도장","2021-04-26 16:15:56","U","2021-04-28 02:40:00.0","태권도","197777.011469613    ","442837.646055861    ","체육도장업","사립","","","","","","",""
"3190000","CDFH3301022001000013","20010920","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 신대방동 361-92 ","서울특별시 동작구 여의대방로22길 88, 2~3층 (신대방동)","07059","국가대표 퍼스트 태권도장","2022-02-18 09:24:38","U","2022-02-20 02:40:00.0","태권도","193284.463224827    ","443950.584217969    ","체육도장업","사립","","1","0","0","0","",""
"3190000","CDFH3301022014000006","20140502","","01","영업/정상","13","영업중","","","","","02-587-4400","","156827","서울특별시 동작구 사당동 1046-32번지 외 1필지 3층 ","서울특별시 동작구 남부순환로269길 21, 3층 (사당동)","07024","사당 복싱체육관","2016-05-03 11:22:03","I","2018-08-31 23:59:59.0","권투","197963.91908292     ","441705.666343423    ","체육도장업","사립","","","","","","",""
"3190000","CDFH3301022014000007","20140508","","01","영업/정상","13","영업중","","","","","02-816-1230","","156031","서울특별시 동작구 상도1동 708-1 외 1필지 지층 ","서울특별시 동작구 양녕로 257, 지층 (상도1동)","06965","오케이 복싱","2021-12-08 18:03:01","U","2021-12-10 02:40:00.0","권투","195265.035884308    ","444560.926584814    ","체육도장업","사립","","1","","","","",""
"3190000","CDFH3301022014000008","20140820","","01","영업/정상","13","영업중","","","","","813-1018","","156796","서울특별시 동작구 상도동 533번지 상도엠코타운 애스톤파크 401동 B302,303호 ","서울특별시 동작구 상도로 346-2, 401동 B302,303호 (상도동, 상도엠코타운 애스톤파크)","07034","한양대 탑 태권도","2016-05-03 11:22:54","I","2018-08-31 23:59:59.0","태권도","195415.575472241    ","443815.625707643    ","체육도장업","사립","","","","","","",""
"3190000","CDFH3301022015000001","20150202","","01","영업/정상","13","영업중","","","","","02-814-5187","","156032","서울특별시 동작구 상도동 414번지 건영아파트 상가 218호","서울특별시 동작구 만양로 26, 218호 (상도동, 건영아파트 상가)","06918","국가대표 넘버원 태권도","2016-05-03 11:23:52","I","2018-08-31 23:59:59.0","태권도","195489.423430508    ","444995.675592494    ","체육도장업","사립","","","","139.14","","",""
"3190000","CDFH3301022015000002","20150227","","01","영업/정상","13","영업중","","","","","02-813-3667","","156841","서울특별시 동작구 상도동 211-386번지 ","서울특별시 동작구 양녕로30길 4 (상도동)","07035","한국체대 용호 태권도","2016-05-03 11:24:18","I","2018-08-31 23:59:59.0","태권도","195022.942102173    ","444119.49752349     ","체육도장업","사립","","1","1","1125.61","","",""
"3190000","CDFH3301022015000004","20150729","","01","영업/정상","13","영업중","","","","","32808787","","156830","서울특별시 동작구 상도동 521번지 포스코더샵 1차 A동 상가 205호","서울특별시 동작구 장승배기로4길 9, A동 205,206호 (상도동, 포스코더샵 1차 A동 상가)","06966","경희대 효 태권도","2016-05-03 11:25:36","I","2018-08-31 23:59:59.0","태권도","194887.789384614    ","444431.007956044    ","체육도장업","사립","","","","","","",""
"3190000","CDFH3301022017000001","20170327","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 동작구 상도로 61, 지2층 (대방동)","06954","동작 검도관","2020-06-04 03:10:56","U","2020-06-06 02:40:00.0","검도","193512.026389803    ","444198.183414991    ","체육도장업","사립","","1","","2446.57","","",""
"3190000","CDFH3301022017000002","20170721","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 상도동 201-73번지 ","서울특별시 동작구 장승배기로 33, 2층 (상도동)","06962","독수리태권도","2019-08-29 09:28:48","U","2019-08-31 02:40:00.0","태권도","194733.198030899    ","444307.562374319    ","체육도장업","사립","","1","","1113.44","","",""
"3190000","CDFH3301022017000003","20170817","","01","영업/정상","13","영업중","","","","","02-823-2025","","","서울특별시 동작구 대방동 395-5번지 ","서울특별시 동작구 상도로 43-2, 지층 (대방동, 덕성빌딩)","06954","Tk. Heroes (티케이. 히어로즈)","2019-11-22 12:15:26","U","2019-11-24 02:40:00.0","태권도","193337.895532224    ","444223.039067736    ","체육도장업","사립","","1","","615.93","","",""
"3190000","CDFH3301022017000004","20171012","","01","영업/정상","13","영업중","","","","","823-3693","","","서울특별시 동작구 흑석동 97-2번지 ","서울특별시 동작구 서달로 158, 3층 (흑석동, 명수대아파트)","06979","The Boxing Lab(더복싱랩)","2018-08-09 13:59:33","I","2018-08-31 23:59:59.0","권투","196598.04833644     ","445014.002982422    ","체육도장업","사립","","1","","428.27","","",""
"3190000","CDFH3301022018000001","20180629","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 85-37번지 신전빌딩 ","서울특별시 동작구 노량진로14가길 16, 신전빌딩 지하 1,2호 (노량진동)","06923","아이언짐1관","2018-08-21 17:54:30","I","2018-08-31 23:59:59.0","유도","194932.503285525    ","445598.274408081    ","체육도장업","사립","","","","","","",""
"3190000","CDFH3301022017000005","20171107","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 신대방동 618-3번지 ","서울특별시 동작구 신대방2길 13, 2층 (신대방동)","07067","용인대 태권프렌즈","2017-11-07 10:44:14","I","2018-08-31 23:59:59.0","태권도","192244.920379643    ","442897.952969868    ","체육도장업","사립","","1","","482.88","","",""
"3190000","CDFH3301022003000007","20031020","","01","영업/정상","13","영업중","","","","","02-845-7239","","","서울특별시 동작구 신대방동 713번지 롯데낙천대아파트 상가동 201호","서울특별시 동작구 여의대방로10길 38, 201호 (신대방동, 보라매롯데낙천대아파트상가)","07064","강담태권도","2016-05-03 11:02:00","I","2018-08-31 23:59:59.0","태권도","192295.136303863    ","443573.33711784     ","체육도장업","사립","","1","1","","","",""
"3190000","CDFH3301022004000002","20040624","","01","영업/정상","13","영업중","","","","","813-6878","","156881","서울특별시 동작구 상도동 476번지 4층 ","서울특별시 동작구 상도로 338 (상도동)","07033","명무대검도관","2016-05-03 11:02:24","I","2018-08-31 23:59:59.0","검도","195657.14786315     ","443987.269474548    ","체육도장업","사립","","1","1","","","",""
"3190000","CDFH3301022012000006","20120921","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 307-15번지 현대치과의원 ","서울특별시 동작구 장승배기로 119, 현대치과의원 4층 401호 (노량진동)","06935","륜 태권도장","2018-01-17 17:57:45","I","2018-08-31 23:59:59.0","태권도","194611.825951688    ","445119.309371375    ","체육도장업","사립","","1","","1294","","",""
"3190000","CDFH3301022012000007","20121019","","01","영업/정상","13","영업중","","","","","02-822-4625","","","서울특별시 동작구 상도동 531번지 상도 엠코타운 센트럴파크 상가 3동 201, 205호","서울특별시 동작구 상도로 346-1, 3동 201,205호 (상도동, 상도엠코타운 센트럴파크상가)","07039","경희대 석사 상현 태권도","2016-05-03 11:12:31","I","2018-08-31 23:59:59.0","태권도","195585.914045797    ","443690.595413251    ","체육도장업","사립","","","","","","",""
"3190000","CDFH3301022012000010","20121031","","01","영업/정상","13","영업중","","","","","","","156830","서울특별시 동작구 상도1동 579번지 2층 ","서울특별시 동작구 흑석로 11, 2층 (상도1동)","06912","가천대 상도 태권도장","2016-05-03 11:13:20","I","2018-08-31 23:59:59.0","태권도","195677.031844664    ","444754.525877542    ","체육도장업","사립","","1","","700.93","","",""
"3190000","CDFH3301022012000011","20121116","","01","영업/정상","13","영업중","","","","","02-825-1282","","156857","서울특별시 동작구 흑석동 52-1 지층 ","서울특별시 동작구 서달로14가길 1, 지층 (흑석동)","06979","블랙스톤 복싱짐","2022-01-27 13:29:42","U","2022-01-29 02:40:00.0","권투","196685.300669121    ","445056.498649663    ","체육도장업","사립","","1","","","","",""
